SN:3K430000001911 BD:Sep 25 2018 VC:499143b MD5:6a0dee4b41d0e9361e609a0d5f97aa68
SysTime,                      Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,         LTC0_v,      LTC0_v_sd,         LTC1_v,      LTC1_v_sd,         Batt_v,      Batt_v_sd,   BATT_PERCENT,BATT_PERCENT_sd, Temp_Status_mA,Temp_Status_mA_sd,Analyzer_Status_mA,Analyzer_Status_mA_sd,       Fit_Flag,      MIU_VALVE,       MIU_DESC, Wind Speed (m/s),Azimuth (deg),Elevation (deg),Speed-of-Sound (m/s),Temperature (C)
09/14/2020 13:49:11.278, 09/14/2020 13:49:11.221, 1.77689e+0, 3.36082e-4, 3.45127e+2, 2.34116e-1, 7.63900e+3, 2.14385e+2, 1.79057e+0, 4.93362e-4, 3.47784e+2, 2.73299e-1, 5.04128e+2, 1.32518e-2, 2.98724e+1, 2.25593e-2, 3.22313e+1, 1.96060e-2, 3.49677e+0, 6.10815e-4, 2.31989e+0, 4.04146e-4, -1.72939e+0, 0.00000e+0, -7.01543e+0, 3.20124e-5, 5.17911e+0, 3.47994e-4, 9.71691e+1, 6.52898e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:49:21.225, 09/14/2020 13:49:21.166, 1.77840e+0, 7.18814e-4, 3.45029e+2, 2.13259e-1, 7.07077e+3, 1.23417e+2, 1.79106e+0, 5.42131e-4, 3.47486e+2, 2.26242e-1, 5.04113e+2, 1.14465e-2, 2.98931e+1, 9.97752e-3, 3.22948e+1, 1.89534e-2, 3.49636e+0, 8.59617e-4, 2.31993e+0, 2.87474e-4, -1.72939e+0, 0.00000e+0, -7.01539e+0, 5.34026e-6, 5.18031e+0, 3.71855e-4, 9.71916e+1, 6.97664e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:49:31.172, 09/14/2020 13:49:31.118, 1.77922e+0, 4.76313e-4, 3.45204e+2, 3.17613e-1, 6.70771e+3, 9.23855e+1, 1.79124e+0, 4.27635e-4, 3.47535e+2, 3.01211e-1, 5.04103e+2, 1.35321e-2, 2.99236e+1, 8.97768e-3, 3.23557e+1, 1.80183e-2, 3.49682e+0, 4.99546e-4, 2.31988e+0, 2.49470e-4, -1.72939e+0, 0.00000e+0, -7.01537e+0, 9.55113e-6, 5.18155e+0, 3.59475e-4, 9.72148e+1, 6.74437e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:49:41.122, 09/14/2020 13:49:41.063, 1.78227e+0, 1.21371e-3, 3.45210e+2, 2.55664e-1, 6.40886e+3, 9.66844e+1, 1.79377e+0, 1.06964e-3, 3.47437e+2, 2.32391e-1, 5.04068e+2, 2.23405e-2, 2.99566e+1, 2.71487e-2, 3.24149e+1, 1.82754e-2, 3.49567e+0, 5.44831e-4, 2.32006e+0, 2.63999e-4, -1.72939e+0, 0.00000e+0, -7.01534e+0, 2.01816e-5, 5.18276e+0, 3.57278e-4, 9.72375e+1, 6.70314e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:49:51.065, 09/14/2020 13:49:51.008, 1.78436e+0, 4.96544e-4, 3.45458e+2, 2.42800e-1, 6.17690e+3, 6.02748e+1, 1.79545e+0, 4.12760e-4, 3.47605e+2, 2.45807e-1, 5.04048e+2, 3.41227e-2, 2.99778e+1, 2.00903e-2, 3.24795e+1, 2.14200e-2, 3.49648e+0, 3.21263e-4, 2.31984e+0, 3.18634e-4, -1.72939e+0, 0.00000e+0, -7.01528e+0, 1.14657e-5, 5.18400e+0, 3.93751e-4, 9.72608e+1, 7.38746e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:50:01.012, 09/14/2020 13:50:00.954, 1.82492e+0, 7.11676e-2, 3.51324e+2, 9.47616e+0, 6.11562e+3, 1.63171e+2, 1.83614e+0, 7.13367e-2, 3.53485e+2, 9.48287e+0, 5.04059e+2, 2.92007e-1, 3.00050e+1, 2.02555e-2, 3.25485e+1, 2.09661e-2, 3.49631e+0, 6.25444e-4, 2.31966e+0, 3.67478e-4, -1.72939e+0, 0.00000e+0, -7.01523e+0, 1.74395e-5, 5.18525e+0, 3.78525e-4, 9.72842e+1, 7.10178e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:50:10.954, 09/14/2020 13:50:10.898, 2.32964e+0, 1.43396e-1, 4.17880e+2, 2.07834e+1, 6.49013e+3, 5.78078e+2, 2.34493e+0, 1.45581e-1, 4.20621e+2, 2.11520e+1, 5.04028e+2, 9.67647e-3, 3.00471e+1, 1.42811e-2, 3.26149e+1, 1.77648e-2, 3.49511e+0, 3.38990e-4, 2.31827e+0, 4.97315e-4, -1.72939e+0, 0.00000e+0, -7.01525e+0, 3.70854e-5, 5.18649e+0, 3.61268e-4, 9.73075e+1, 6.77801e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:50:20.906, 09/14/2020 13:50:20.844, 2.53847e+0, 1.60319e-2, 4.58332e+2, 5.60617e+0, 9.07631e+3, 8.45297e+2, 2.56173e+0, 1.82854e-2, 4.62535e+2, 6.04186e+0, 5.04030e+2, 6.32086e-3, 3.00733e+1, 2.28941e-2, 3.26701e+1, 1.58646e-2, 3.49460e+0, 5.39234e-4, 2.31832e+0, 2.67477e-4, -1.72939e+0, 0.00000e+0, -7.01544e+0, 6.56820e-5, 5.18771e+0, 3.89410e-4, 9.73305e+1, 7.30601e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:50:30.846, 09/14/2020 13:50:30.789, 2.55786e+0, 1.97405e-3, 4.67667e+2, 1.27039e+0, 1.17245e+4, 7.01382e+2, 2.58821e+0, 1.62841e-3, 4.73216e+2, 1.58436e+0, 5.04032e+2, 8.71213e-3, 3.00925e+1, 1.38070e-2, 3.27240e+1, 1.55878e-2, 3.49515e+0, 3.16464e-4, 2.31877e+0, 2.94731e-4, -1.72939e+0, 0.00000e+0, -7.01564e+0, 6.16954e-5, 5.18899e+0, 4.09942e-4, 9.73544e+1, 7.69122e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:50:40.795, 09/14/2020 13:50:40.734, 2.55761e+0, 3.55760e-3, 4.80436e+2, 6.09998e+0, 1.34821e+4, 4.78145e+2, 2.59257e+0, 4.72697e-3, 4.87005e+2, 6.41910e+0, 5.04027e+2, 9.13312e-3, 3.01175e+1, 1.19741e-2, 3.27800e+1, 1.81359e-2, 3.49487e+0, 5.86109e-4, 2.31886e+0, 2.27502e-4, -1.72939e+0, 0.00000e+0, -7.01576e+0, 1.16993e-5, 5.19026e+0, 3.90094e-4, 9.73782e+1, 7.31883e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:50:50.738, 09/14/2020 13:50:50.679, 2.57849e+0, 6.25135e-3, 4.93728e+2, 1.60007e+0, 1.48510e+4, 3.43375e+2, 2.61736e+0, 7.21562e-3, 5.01171e+2, 1.79559e+0, 5.04035e+2, 1.14421e-2, 3.01505e+1, 3.55556e-2, 3.28348e+1, 1.57856e-2, 3.49442e+0, 4.51063e-4, 2.31877e+0, 2.59743e-4, -1.72939e+0, 0.00000e+0, -7.01578e+0, 9.36222e-16, 5.19146e+0, 3.39021e-4, 9.74008e+1, 6.36062e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:51:00.684, 09/14/2020 13:51:00.624, 2.63460e+0, 2.07952e-2, 4.96608e+2, 7.24551e-1, 1.58165e+4, 2.36808e+2, 2.67694e+0, 2.17561e-2, 5.04589e+2, 8.37630e-1, 5.04020e+2, 9.81055e-3, 3.01472e+1, 6.11659e-3, 3.28964e+1, 1.83888e-2, 3.49517e+0, 4.94121e-4, 2.31885e+0, 4.58513e-4, -1.72939e+0, 0.00000e+0, -7.01578e+0, 3.03167e-6, 5.19276e+0, 4.06460e-4, 9.74252e+1, 7.62589e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:51:10.630, 09/14/2020 13:51:10.570, 2.65771e+0, 1.97402e-3, 4.99485e+2, 5.90312e-1, 1.64302e+4, 1.51590e+2, 2.70210e+0, 2.39782e-3, 5.07829e+2, 6.65807e-1, 5.04011e+2, 1.37252e-2, 3.01901e+1, 1.56687e-2, 3.29537e+1, 1.59183e-2, 3.49507e+0, 5.11097e-4, 2.31902e+0, 3.59810e-4, -1.72939e+0, 0.00000e+0, -7.01579e+0, 0.00000e+0, 5.19400e+0, 4.09930e-4, 9.74483e+1, 7.69100e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:51:20.569, 09/14/2020 13:51:20.515, 2.66042e+0, 3.77603e-3, 4.98990e+2, 3.73449e-1, 1.68951e+4, 1.11862e+2, 2.70614e+0, 4.05847e-3, 5.07565e+2, 4.15951e-1, 5.04001e+2, 9.84600e-3, 3.02246e+1, 3.61746e-2, 3.30065e+1, 1.58693e-2, 3.49472e+0, 4.94305e-4, 2.31889e+0, 2.84038e-4, -1.72939e+0, 0.00000e+0, -7.01579e+0, 0.00000e+0, 5.19525e+0, 3.80559e-4, 9.74719e+1, 7.13994e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:51:30.514, 09/14/2020 13:51:30.459, 2.65643e+0, 8.47651e-3, 4.98369e+2, 7.26435e-1, 1.72113e+4, 7.12933e+1, 2.70295e+0, 8.43426e-3, 5.07096e+2, 7.03678e-1, 5.03985e+2, 1.19008e-2, 3.02655e+1, 1.46602e-2, 3.30630e+1, 1.67989e-2, 3.49512e+0, 4.23720e-4, 2.31909e+0, 3.51569e-4, -1.72939e+0, 0.00000e+0, -7.01579e+0, 0.00000e+0, 5.19653e+0, 3.96280e-4, 9.74959e+1, 7.43490e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:51:40.464, 09/14/2020 13:51:40.405, 2.64373e+0, 1.14944e-2, 4.95922e+2, 1.33623e+0, 1.75855e+4, 2.63073e+2, 2.69105e+0, 1.23096e-2, 5.04799e+2, 1.23695e+0, 5.03999e+2, 6.05540e-2, 3.03107e+1, 2.06892e-2, 3.31134e+1, 1.52691e-2, 3.49439e+0, 3.73061e-4, 2.31881e+0, 2.03235e-4, -1.72939e+0, 0.00000e+0, -7.01579e+0, 0.00000e+0, 5.19782e+0, 3.90630e-4, 9.75200e+1, 7.32890e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:51:50.413, 09/14/2020 13:51:50.350, 2.50588e+0, 1.36343e-1, 4.55000e+2, 2.63529e+1, 1.84713e+4, 5.20644e+2, 2.55297e+0, 1.37623e-1, 4.63551e+2, 2.66093e+1, 5.04025e+2, 8.88437e-3, 3.03449e+1, 1.17663e-2, 3.31664e+1, 1.61922e-2, 3.49540e+0, 8.56445e-4, 2.31920e+0, 3.36136e-4, -1.72939e+0, 0.00000e+0, -7.01575e+0, 3.67867e-5, 5.19904e+0, 3.99632e-4, 9.75429e+1, 7.49779e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:52:00.354, 09/14/2020 13:52:00.295, 2.10418e+0, 9.95748e-2, 3.91935e+2, 1.37719e+1, 1.77154e+4, 8.35936e+2, 2.14221e+0, 1.03136e-1, 3.99014e+2, 1.43493e+1, 5.04037e+2, 9.41091e-3, 3.03819e+1, 1.19195e-2, 3.32212e+1, 1.68012e-2, 3.49603e+0, 8.49609e-4, 2.31929e+0, 3.24737e-4, -1.72939e+0, 0.00000e+0, -7.01560e+0, 6.77581e-5, 5.20028e+0, 3.48692e-4, 9.75663e+1, 6.54206e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:52:10.300, 09/14/2020 13:52:10.240, 1.88036e+0, 3.97953e-2, 3.60024e+2, 6.04795e+0, 1.43294e+4, 1.07559e+3, 1.90773e+0, 4.24268e-2, 3.65264e+2, 6.52876e+0, 5.04040e+2, 1.14942e-2, 3.04062e+1, 1.78771e-2, 3.32847e+1, 2.07273e-2, 3.49596e+0, 5.06429e-4, 2.31938e+0, 4.40980e-4, -1.72939e+0, 0.00000e+0, -7.01536e+0, 6.76601e-5, 5.20157e+0, 4.02506e-4, 9.75904e+1, 7.55170e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:52:20.241, 09/14/2020 13:52:20.185, 1.80449e+0, 1.10339e-2, 3.48510e+2, 1.86579e+0, 1.14937e+4, 7.79503e+2, 1.82548e+0, 1.25831e-2, 3.52563e+2, 2.16230e+0, 5.04041e+2, 8.00423e-3, 3.04471e+1, 1.22963e-2, 3.33388e+1, 1.51533e-2, 3.49578e+0, 6.80550e-4, 2.31929e+0, 2.69998e-4, -1.72939e+0, 0.00000e+0, -7.01516e+0, 6.33800e-5, 5.20284e+0, 4.13868e-4, 9.76143e+1, 7.76488e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:52:30.191, 09/14/2020 13:52:30.130, 1.78426e+0, 2.81013e-3, 3.45306e+2, 4.96315e-1, 9.29106e+3, 5.41198e+2, 1.80099e+0, 3.79771e-3, 3.48545e+2, 6.77174e-1, 5.04037e+2, 5.68830e-3, 3.04736e+1, 3.03872e-2, 3.33849e+1, 1.53335e-2, 3.49538e+0, 4.72523e-4, 2.31909e+0, 2.26719e-4, -1.72939e+0, 0.00000e+0, -7.01502e+0, 3.61697e-5, 5.20409e+0, 4.18469e-4, 9.76377e+1, 7.85121e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:52:40.141, 09/14/2020 13:52:40.082, 1.77934e+0, 6.63551e-4, 3.44382e+2, 1.96725e-1, 7.89628e+3, 3.25676e+2, 1.79350e+0, 1.21808e-3, 3.47123e+2, 2.34186e-1, 5.04032e+2, 9.38075e-3, 3.05022e+1, 1.20207e-2, 3.34390e+1, 1.62752e-2, 3.49546e+0, 1.13135e-4, 2.31907e+0, 1.61759e-4, -1.72939e+0, 0.00000e+0, -7.01489e+0, 3.79309e-5, 5.20535e+0, 4.20379e-4, 9.76614e+1, 7.88703e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:52:50.089, 09/14/2020 13:52:50.034, 1.77835e+0, 3.46871e-4, 3.44247e+2, 2.15820e-1, 7.00855e+3, 2.23953e+2, 1.79090e+0, 5.92540e-4, 3.46677e+2, 2.51816e-1, 5.04037e+2, 4.34315e-3, 3.05431e+1, 1.90994e-2, 3.34931e+1, 1.41221e-2, 3.49595e+0, 5.71725e-4, 2.31911e+0, 4.17270e-4, -1.72939e+0, 0.00000e+0, -7.01480e+0, 1.87244e-15, 5.20667e+0, 3.52980e-4, 9.76862e+1, 6.62251e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:53:00.050, 09/14/2020 13:52:59.986, 1.77799e+0, 4.33501e-4, 3.44110e+2, 2.70246e-1, 6.40460e+3, 1.35423e+2, 1.78945e+0, 4.27010e-4, 3.46328e+2, 3.09581e-1, 5.04022e+2, 1.46075e-2, 3.05685e+1, 8.45758e-3, 3.35398e+1, 1.30784e-2, 3.49649e+0, 6.39268e-4, 2.31913e+0, 1.86772e-4, -1.72939e+0, 0.00000e+0, -7.01480e+0, 1.87244e-15, 5.20792e+0, 3.50924e-4, 9.77096e+1, 6.58395e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:53:09.989, 09/14/2020 13:53:09.931, 1.77891e+0, 6.31551e-4, 3.43937e+2, 2.44269e-1, 5.94373e+3, 8.12563e+1, 1.78955e+0, 6.14713e-4, 3.45993e+2, 2.56965e-1, 5.04010e+2, 2.40065e-2, 3.06029e+1, 1.46876e-2, 3.35825e+1, 1.53562e-2, 3.49642e+0, 3.54178e-4, 2.31923e+0, 2.59440e-4, -1.72939e+0, 0.00000e+0, -7.01475e+0, 1.65333e-5, 5.20922e+0, 4.67807e-4, 9.77340e+1, 8.77686e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:53:19.938, 09/14/2020 13:53:19.877, 1.77951e+0, 6.87564e-4, 3.43837e+2, 4.02740e-1, 5.71363e+3, 8.76730e+1, 1.78974e+0, 6.01217e-4, 3.45813e+2, 3.91002e-1, 5.03991e+2, 1.45000e-2, 3.06405e+1, 1.94891e-2, 3.36274e+1, 1.45634e-2, 3.49612e+0, 5.39357e-4, 2.31963e+0, 2.49079e-4, -1.72939e+0, 0.00000e+0, -7.01475e+0, 9.36222e-16, 5.21047e+0, 4.11851e-4, 9.77575e+1, 7.72703e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:53:29.882, 09/14/2020 13:53:29.821, 1.78650e+0, 1.74612e-2, 3.45240e+2, 2.80102e+0, 5.60945e+3, 1.31657e+2, 1.79658e+0, 1.74124e-2, 3.47188e+2, 2.79082e+0, 5.04014e+2, 1.15263e+0, 3.06644e+1, 1.10785e-2, 3.36783e+1, 1.47826e-2, 3.49646e+0, 5.56614e-4, 2.31935e+0, 3.66147e-4, -1.72939e+0, 0.00000e+0, -7.01474e+0, 5.66649e-6, 5.21178e+0, 4.14815e-4, 9.77819e+1, 7.78265e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:53:39.828, 09/14/2020 13:53:39.773, 2.21373e+0, 1.84093e-1, 4.09457e+2, 2.57036e+1, 5.71317e+3, 4.95925e+2, 2.22652e+0, 1.86154e-1, 4.11820e+2, 2.60305e+1, 5.04041e+2, 9.06161e-3, 3.06944e+1, 3.40823e-2, 3.37215e+1, 1.22265e-2, 3.49467e+0, 7.42512e-4, 2.31783e+0, 5.23682e-4, -1.72939e+0, 0.00000e+0, -7.01477e+0, 3.32829e-5, 5.21310e+0, 4.04222e-4, 9.78067e+1, 7.58390e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:53:49.792, 09/14/2020 13:53:49.718, 2.58294e+0, 5.34557e-2, 4.53434e+2, 5.51437e+0, 8.26094e+3, 8.95218e+2, 2.60450e+0, 5.61757e-2, 4.57216e+2, 5.96455e+0, 5.04049e+2, 1.16687e-2, 3.07075e+1, 7.83494e-3, 3.37588e+1, 1.07059e-2, 3.49479e+0, 5.09281e-4, 2.31779e+0, 2.82926e-4, -1.72939e+0, 0.00000e+0, -7.01490e+0, 5.25993e-5, 5.21445e+0, 4.03065e-4, 9.78320e+1, 7.56219e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:53:59.727, 09/14/2020 13:53:59.664, 2.65517e+0, 2.77495e-3, 4.69170e+2, 6.56217e+0, 1.10062e+4, 7.29919e+2, 2.68472e+0, 4.33117e-3, 4.74395e+2, 6.97835e+0, 5.04048e+2, 7.96284e-3, 3.07277e+1, 9.05451e-3, 3.37993e+1, 1.12962e-2, 3.49477e+0, 6.16268e-4, 2.31816e+0, 2.85134e-4, -1.72939e+0, 0.00000e+0, -7.01508e+0, 5.56423e-5, 5.21573e+0, 3.88190e-4, 9.78561e+1, 7.28311e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:54:09.667, 09/14/2020 13:54:09.609, 2.66446e+0, 6.68814e-3, 4.83587e+2, 1.24016e+0, 1.30840e+4, 5.28758e+2, 2.69979e+0, 8.21051e-3, 4.89998e+2, 1.31532e+0, 5.04040e+2, 1.15269e-2, 3.07602e+1, 1.62278e-2, 3.38378e+1, 1.22790e-2, 3.49480e+0, 2.71499e-4, 2.31818e+0, 2.99979e-4, -1.72939e+0, 0.00000e+0, -7.01520e+0, 3.15852e-5, 5.21707e+0, 3.86480e-4, 9.78812e+1, 7.25104e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:54:19.614, 09/14/2020 13:54:19.554, 2.68185e+0, 6.74354e-3, 4.75688e+2, 3.49996e+0, 1.45068e+4, 3.08078e+2, 2.72133e+0, 7.65424e-3, 4.82689e+2, 3.40111e+0, 5.04035e+2, 9.87600e-3, 3.07911e+1, 6.82222e-3, 3.38793e+1, 1.21226e-2, 3.49499e+0, 5.31655e-4, 2.31838e+0, 2.41521e-4, -1.72939e+0, 0.00000e+0, -7.01531e+0, 3.60621e-5, 5.21837e+0, 3.68136e-4, 9.79056e+1, 6.90687e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:54:29.555, 09/14/2020 13:54:29.498, 2.71083e+0, 1.10352e-2, 4.67787e+2, 1.58032e+0, 1.53369e+4, 1.97574e+2, 2.75306e+0, 1.17480e-2, 4.75073e+2, 1.51288e+0, 5.04025e+2, 1.41179e-2, 3.08277e+1, 1.20511e-2, 3.39224e+1, 1.30237e-2, 3.49474e+0, 5.81735e-4, 2.31838e+0, 3.67518e-4, -1.72939e+0, 0.00000e+0, -7.01542e+0, 2.00374e-5, 5.21968e+0, 3.48835e-4, 9.79303e+1, 6.54475e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:54:39.504, 09/14/2020 13:54:39.444, 2.73630e+0, 1.79994e-3, 4.70871e+2, 2.79233e+0, 1.58788e+4, 1.26530e+2, 2.78045e+0, 2.08047e-3, 4.78469e+2, 2.89412e+0, 5.04026e+2, 1.50457e-2, 3.08755e+1, 2.26443e-2, 3.39577e+1, 1.19398e-2, 3.49452e+0, 3.11920e-4, 2.31783e+0, 3.41237e-4, -1.72939e+0, 0.00000e+0, -7.01543e+0, 9.36222e-16, 5.22094e+0, 3.78793e-4, 9.79538e+1, 7.10682e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:54:49.451, 09/14/2020 13:54:49.389, 2.78227e+0, 2.23111e-2, 4.71476e+2, 1.70056e+0, 1.62632e+4, 1.17917e+2, 2.82827e+0, 2.30003e-2, 4.79270e+2, 1.67350e+0, 5.04024e+2, 1.15459e-2, 3.09305e+1, 1.80136e-2, 3.40018e+1, 1.33003e-2, 3.49414e+0, 6.42979e-4, 2.31806e+0, 2.20294e-4, -1.72939e+0, 0.00000e+0, -7.01543e+0, 9.36222e-16, 5.22224e+0, 3.81503e-4, 9.79782e+1, 7.15765e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:54:59.400, 09/14/2020 13:54:59.334, 2.79441e+0, 5.42321e-3, 4.69542e+2, 2.22729e-1, 1.65656e+4, 8.79899e+1, 2.84148e+0, 5.27141e-3, 4.77451e+2, 2.19211e-1, 5.04005e+2, 1.09694e-2, 3.09629e+1, 1.91713e-2, 3.40445e+1, 1.40777e-2, 3.49441e+0, 7.64660e-4, 2.31791e+0, 3.22372e-4, -1.72939e+0, 0.00000e+0, -7.01543e+0, 9.36222e-16, 5.22355e+0, 4.20196e-4, 9.80029e+1, 7.88361e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:55:09.334, 09/14/2020 13:55:09.280, 2.75372e+0, 2.23248e-2, 4.68941e+2, 4.46824e-1, 1.68063e+4, 5.03288e+1, 2.80079e+0, 2.25894e-2, 4.76957e+2, 4.36151e-1, 5.03996e+2, 1.37692e-2, 3.09955e+1, 1.49062e-2, 3.40839e+1, 1.12281e-2, 3.49469e+0, 3.63413e-4, 2.31815e+0, 2.08722e-4, -1.72939e+0, 0.00000e+0, -7.01543e+0, 4.11508e-6, 5.22488e+0, 4.05173e-4, 9.80278e+1, 7.60175e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:55:19.282, 09/14/2020 13:55:19.224, 2.68850e+0, 8.71590e-3, 4.69682e+2, 1.52583e+0, 1.69096e+4, 3.10237e+1, 2.73474e+0, 8.83955e-3, 4.77761e+2, 1.55865e+0, 5.03993e+2, 8.05351e-3, 3.10450e+1, 2.49281e-2, 3.41202e+1, 1.23954e-2, 3.49392e+0, 4.44121e-4, 2.31830e+0, 2.84011e-4, -1.72939e+0, 0.00000e+0, -7.01542e+0, 5.23634e-6, 5.22618e+0, 4.11171e-4, 9.80522e+1, 7.71428e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
09/14/2020 13:55:29.231, 09/14/2020 13:55:29.169, 2.68043e+0, 8.24447e-4, 4.72532e+2, 2.32560e-1, 1.69830e+4, 3.22723e+1, 2.72674e+0, 8.21464e-4, 4.80696e+2, 2.39429e-1, 5.03999e+2, 1.49315e-2, 3.10625e+1, 1.26684e-2, 3.41663e+1, 1.47868e-2, 3.49470e+0, 5.96496e-4, 2.31803e+0, 2.64341e-4, -1.72939e+0, 0.00000e+0, -7.01542e+0, 9.63234e-6, 5.22750e+0, 4.04094e-4, 9.80770e+1, 7.58150e-3, 2.00000e+1, 0.00000e+0, 2.00000e+1, 0.00000e+0, 3, -1, Disabled, 0,0,0,0,0
